Season,Category,Circuit,Rider,Country,Constructor
2019,MotoGP,Silverstone Circuit,Alex Rins,SPAIN,Suzuki
2019,Moto2,Silverstone Circuit,Augusto Fernandez,SPAIN,Kalex
2019,Moto3,Silverstone Circuit,Marcos Ramirez,SPAIN,Honda
2019,MotoE,Red Bull Ring - Spielberg,Mike Di Meglio,FRANCE,Energica
2019,MotoGP,Red Bull Ring - Spielberg,Andrea Dovizioso,ITALY,Ducati
2019,Moto2,Red Bull Ring - Spielberg,Brad Binder,SOUTH AFRICA,KTM
2019,Moto3,Red Bull Ring - Spielberg,Romano Fenati,ITALY,Honda
2019,MotoGP,Automotodrom Brno,Marc Marquez,SPAIN,Honda
2019,Moto2,Automotodrom Brno,Alex Marquez,SPAIN,Kalex
2019,Moto3,Automotodrom Brno,Aron Canet,SPAIN,KTM
2019,MotoE,Sachsenring,Niki Tuuli,FINLAND,Energica
2019,MotoGP,Sachsenring,Marc Marquez,SPAIN,Honda
2019,Moto2,Sachsenring,Alex Marquez,SPAIN,Kalex
2019,Moto3,Sachsenring,Lorenzo Dalla Porta,ITALY,Honda
2019,MotoGP,TT Circuit Assen,Maverick Viñales,SPAIN,Yamaha
2019,Moto2,TT Circuit Assen,Augusto Fernandez,SPAIN,Kalex
2019,Moto3,TT Circuit Assen,Tony Arbolino,ITALY,Honda
2019,MotoGP,Circuit de Barcelona-Catalunya,Marc Marquez,SPAIN,Honda
2019,Moto2,Circuit de Barcelona-Catalunya,Alex Marquez,SPAIN,Kalex
2019,Moto3,Circuit de Barcelona-Catalunya,Marcos Ramirez,SPAIN,Honda
2019,MotoGP,Autodromo Internazionale del Mugello,Danilo Petrucci,ITALY,Ducati
2019,Moto2,Autodromo Internazionale del Mugello,Alex Marquez,SPAIN,Kalex
2019,Moto3,Autodromo Internazionale del Mugello,Tony Arbolino,ITALY,Honda
2019,MotoGP,Le Mans,Marc Marquez,SPAIN,Honda
2019,Moto2,Le Mans,Alex Marquez,SPAIN,Kalex
2019,Moto3,Le Mans,John Mcphee,GREAT BRITAIN,Honda
2019,MotoGP,Circuito de Jerez - Angel Nieto,Marc Marquez,SPAIN,Honda
2019,Moto2,Circuito de Jerez - Angel Nieto,Lorenzo Baldassarri,ITALY,Kalex
2019,Moto3,Circuito de Jerez - Angel Nieto,Niccolò Antonelli,ITALY,Honda
2019,MotoGP,Circuit Of The Americas,Alex Rins,SPAIN,Suzuki
2019,Moto2,Circuit Of The Americas,Thomas Luthi,SWITZERLAND,Kalex
2019,Moto3,Circuit Of The Americas,Aron Canet,SPAIN,KTM
2019,MotoGP,Termas de Río Hondo,Marc Marquez,SPAIN,Honda
2019,Moto2,Termas de Río Hondo,Lorenzo Baldassarri,ITALY,Kalex
2019,Moto3,Termas de Río Hondo,Jaume Masia,SPAIN,KTM
2019,MotoGP,Losail International Circuit,Andrea Dovizioso,ITALY,Ducati
2019,Moto2,Losail International Circuit,Lorenzo Baldassarri,ITALY,Kalex
2019,Moto3,Losail International Circuit,Kaito Toba,JAPAN,Honda
2018,MotoGP,Circuit Ricardo Tormo,Andrea Dovizioso,ITALY,Ducati
2018,Moto2,Circuit Ricardo Tormo,Miguel Oliveira,PORTUGAL,KTM
2018,Moto3,Circuit Ricardo Tormo,Can Öncü,TURKEY,KTM
2018,MotoGP,Sepang International Circuit,Marc Marquez,SPAIN,Honda
2018,Moto2,Sepang International Circuit,Luca Marini,ITALY,Kalex
2018,Moto3,Sepang International Circuit,Jorge Martin,SPAIN,Honda
2018,MotoGP,Phillip Island,Maverick Viñales,SPAIN,Yamaha
2018,Moto2,Phillip Island,Brad Binder,SOUTH AFRICA,KTM
2018,Moto3,Phillip Island,Albert Arenas,SPAIN,KTM
2018,MotoGP,Twin Ring Motegi,Marc Marquez,SPAIN,Honda
2018,Moto2,Twin Ring Motegi,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Twin Ring Motegi,Marco Bezzecchi,ITALY,KTM
2018,MotoGP,Chang International Circuit,Marc Marquez,SPAIN,Honda
2018,Moto2,Chang International Circuit,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Chang International Circuit,Fabio Di Giannantonio,ITALY,Honda
2018,MotoGP,MotorLand Aragón,Marc Marquez,SPAIN,Honda
2018,Moto2,MotorLand Aragón,Brad Binder,SOUTH AFRICA,KTM
2018,Moto3,MotorLand Aragón,Jorge Martin,SPAIN,Honda
2018,MotoGP,Misano World Circuit Marco Simoncelli,Andrea Dovizioso,ITALY,Ducati
2018,Moto2,Misano World Circuit Marco Simoncelli,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Misano World Circuit Marco Simoncelli,Lorenzo Dalla Porta,ITALY,Honda
2018,MotoGP,Red Bull Ring - Spielberg,Jorge Lorenzo,SPAIN,Ducati
2018,Moto2,Red Bull Ring - Spielberg,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Red Bull Ring - Spielberg,Marco Bezzecchi,ITALY,KTM
2018,MotoGP,Automotodrom Brno,Andrea Dovizioso,ITALY,Ducati
2018,Moto2,Automotodrom Brno,Miguel Oliveira,PORTUGAL,KTM
2018,Moto3,Automotodrom Brno,Fabio Di Giannantonio,ITALY,Honda
2018,MotoGP,Sachsenring,Marc Marquez,SPAIN,Honda
2018,Moto2,Sachsenring,Brad Binder,SOUTH AFRICA,KTM
2018,Moto3,Sachsenring,Jorge Martin,SPAIN,Honda
2018,MotoGP,TT Circuit Assen,Marc Marquez,SPAIN,Honda
2018,Moto2,TT Circuit Assen,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,TT Circuit Assen,Jorge Martin,SPAIN,Honda
2018,MotoGP,Circuit de Barcelona-Catalunya,Jorge Lorenzo,SPAIN,Ducati
2018,Moto2,Circuit de Barcelona-Catalunya,Fabio Quartararo,FRANCE,Speed Up
2018,Moto3,Circuit de Barcelona-Catalunya,Enea Bastianini,ITALY,Honda
2018,MotoGP,Autodromo Internazionale del Mugello,Jorge Lorenzo,SPAIN,Ducati
2018,Moto2,Autodromo Internazionale del Mugello,Miguel Oliveira,PORTUGAL,KTM
2018,Moto3,Autodromo Internazionale del Mugello,Jorge Martin,SPAIN,Honda
2018,MotoGP,Le Mans,Marc Marquez,SPAIN,Honda
2018,Moto2,Le Mans,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Le Mans,Albert Arenas,SPAIN,KTM
2018,MotoGP,Circuito de Jerez - Angel Nieto,Marc Marquez,SPAIN,Honda
2018,Moto2,Circuito de Jerez - Angel Nieto,Lorenzo Baldassarri,ITALY,Kalex
2018,Moto3,Circuito de Jerez - Angel Nieto,Philipp Oettl,GERMANY,KTM
2018,MotoGP,Circuit Of The Americas,Marc Marquez,SPAIN,Honda
2018,Moto2,Circuit Of The Americas,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Circuit Of The Americas,Jorge Martin,SPAIN,Honda
2018,MotoGP,Termas de Río Hondo,Cal Crutchlow,GREAT BRITAIN,Honda
2018,Moto2,Termas de Río Hondo,Mattia Pasini,ITALY,Kalex
2018,Moto3,Termas de Río Hondo,Marco Bezzecchi,ITALY,KTM
2018,MotoGP,Losail International Circuit,Andrea Dovizioso,ITALY,Ducati
2018,Moto2,Losail International Circuit,Francesco Bagnaia,ITALY,Kalex
2018,Moto3,Losail International Circuit,Jorge Martin,SPAIN,Honda
2017,MotoGP,Circuit Ricardo Tormo,Dani Pedrosa,SPAIN,Honda
2017,Moto2,Circuit Ricardo Tormo,Miguel Oliveira,PORTUGAL,KTM
2017,Moto3,Circuit Ricardo Tormo,Jorge Martin,SPAIN,Honda
2017,MotoGP,Sepang International Circuit,Andrea Dovizioso,ITALY,Ducati
2017,Moto2,Sepang International Circuit,Miguel Oliveira,PORTUGAL,KTM
2017,Moto3,Sepang International Circuit,Joan Mir,SPAIN,Honda
2017,MotoGP,Phillip Island,Marc Marquez,SPAIN,Honda
2017,Moto2,Phillip Island,Miguel Oliveira,PORTUGAL,KTM
2017,Moto3,Phillip Island,Joan Mir,SPAIN,Honda
2017,MotoGP,Twin Ring Motegi,Andrea Dovizioso,ITALY,Ducati
2017,Moto2,Twin Ring Motegi,Alex Marquez,SPAIN,Kalex
2017,Moto3,Twin Ring Motegi,Romano Fenati,ITALY,Honda
2017,MotoGP,MotorLand Aragón,Marc Marquez,SPAIN,Honda
2017,Moto2,MotorLand Aragón,Franco Morbidelli,ITALY,Kalex
2017,Moto3,MotorLand Aragón,Joan Mir,SPAIN,Honda
2017,MotoGP,Misano World Circuit Marco Simoncelli,Marc Marquez,SPAIN,Honda
2017,Moto2,Misano World Circuit Marco Simoncelli,Thomas Luthi,SWITZERLAND,Kalex
2017,Moto3,Misano World Circuit Marco Simoncelli,Romano Fenati,ITALY,Honda
2017,MotoGP,Silverstone Circuit,Andrea Dovizioso,ITALY,Ducati
2017,Moto2,Silverstone Circuit,Takaaki Nakagami,JAPAN,Kalex
2017,Moto3,Silverstone Circuit,Aron Canet,SPAIN,Honda
2017,MotoGP,Red Bull Ring - Spielberg,Andrea Dovizioso,ITALY,Ducati
2017,Moto2,Red Bull Ring - Spielberg,Franco Morbidelli,ITALY,Kalex
2017,Moto3,Red Bull Ring - Spielberg,Joan Mir,SPAIN,Honda
2017,MotoGP,Automotodrom Brno,Marc Marquez,SPAIN,Honda
2017,Moto2,Automotodrom Brno,Thomas Luthi,SWITZERLAND,Kalex
2017,Moto3,Automotodrom Brno,Joan Mir,SPAIN,Honda
2017,MotoGP,Sachsenring,Marc Marquez,SPAIN,Honda
2017,Moto2,Sachsenring,Franco Morbidelli,ITALY,Kalex
2017,Moto3,Sachsenring,Joan Mir,SPAIN,Honda
2017,MotoGP,TT Circuit Assen,Valentino Rossi,ITALY,Yamaha
2017,Moto2,TT Circuit Assen,Franco Morbidelli,ITALY,Kalex
2017,Moto3,TT Circuit Assen,Aron Canet,SPAIN,Honda
2017,MotoGP,Circuit de Barcelona-Catalunya,Andrea Dovizioso,ITALY,Ducati
2017,Moto2,Circuit de Barcelona-Catalunya,Alex Marquez,SPAIN,Kalex
2017,Moto3,Circuit de Barcelona-Catalunya,Joan Mir,SPAIN,Honda
2017,MotoGP,Autodromo Internazionale del Mugello,Andrea Dovizioso,ITALY,Ducati
2017,Moto2,Autodromo Internazionale del Mugello,Mattia Pasini,ITALY,Kalex
2017,Moto3,Autodromo Internazionale del Mugello,Andrea Migno,ITALY,KTM
2017,MotoGP,Le Mans,Maverick Viñales,SPAIN,Yamaha
2017,Moto2,Le Mans,Franco Morbidelli,ITALY,Kalex
2017,Moto3,Le Mans,Joan Mir,SPAIN,Honda
2017,MotoGP,Circuito de Jerez - Angel Nieto,Dani Pedrosa,SPAIN,Honda
2017,Moto2,Circuito de Jerez - Angel Nieto,Alex Marquez,SPAIN,Kalex
2017,Moto3,Circuito de Jerez - Angel Nieto,Aron Canet,SPAIN,Honda
2017,MotoGP,Circuit Of The Americas,Marc Marquez,SPAIN,Honda
2017,Moto2,Circuit Of The Americas,Franco Morbidelli,ITALY,Kalex
2017,Moto3,Circuit Of The Americas,Romano Fenati,ITALY,Honda
2017,MotoGP,Termas de Río Hondo,Maverick Viñales,SPAIN,Yamaha
2017,Moto2,Termas de Río Hondo,Franco Morbidelli,ITALY,Kalex
2017,Moto3,Termas de Río Hondo,Joan Mir,SPAIN,Honda
2017,MotoGP,Losail International Circuit,Maverick Viñales,SPAIN,Yamaha
2017,Moto2,Losail International Circuit,Franco Morbidelli,ITALY,Kalex
2017,Moto3,Losail International Circuit,Joan Mir,SPAIN,Honda
2016,MotoGP,Circuit Ricardo Tormo,Jorge Lorenzo,SPAIN,Yamaha
2016,Moto2,Circuit Ricardo Tormo,Johann Zarco,FRANCE,Kalex
2016,Moto3,Circuit Ricardo Tormo,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Sepang International Circuit,Andrea Dovizioso,ITALY,Ducati
2016,Moto2,Sepang International Circuit,Johann Zarco,FRANCE,Kalex
2016,Moto3,Sepang International Circuit,Francesco Bagnaia,ITALY,Mahindra
2016,MotoGP,Phillip Island,Cal Crutchlow,GREAT BRITAIN,Honda
2016,Moto2,Phillip Island,Thomas Luthi,SWITZERLAND,Kalex
2016,Moto3,Phillip Island,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Twin Ring Motegi,Marc Marquez,SPAIN,Honda
2016,Moto2,Twin Ring Motegi,Thomas Luthi,SWITZERLAND,Kalex
2016,Moto3,Twin Ring Motegi,Enea Bastianini,ITALY,Honda
2016,MotoGP,MotorLand Aragón,Marc Marquez,SPAIN,Honda
2016,Moto2,MotorLand Aragón,Sam Lowes,GREAT BRITAIN,Kalex
2016,Moto3,MotorLand Aragón,Jorge Navarro,SPAIN,Honda
2016,MotoGP,Misano World Circuit Marco Simoncelli,Dani Pedrosa,SPAIN,Honda
2016,Moto2,Misano World Circuit Marco Simoncelli,Lorenzo Baldassarri,ITALY,Kalex
2016,Moto3,Misano World Circuit Marco Simoncelli,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Silverstone Circuit,Maverick Viñales,SPAIN,Suzuki
2016,Moto2,Silverstone Circuit,Thomas Luthi,SWITZERLAND,Kalex
2016,Moto3,Silverstone Circuit,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Automotodrom Brno,Cal Crutchlow,GREAT BRITAIN,Honda
2016,Moto2,Automotodrom Brno,Jonas Folger,GERMANY,Kalex
2016,Moto3,Automotodrom Brno,John Mcphee,GREAT BRITAIN,Peugeot
2016,MotoGP,Red Bull Ring - Spielberg,Andrea Iannone,ITALY,Ducati
2016,Moto2,Red Bull Ring - Spielberg,Johann Zarco,FRANCE,Kalex
2016,Moto3,Red Bull Ring - Spielberg,Joan Mir,SPAIN,KTM
2016,MotoGP,Sachsenring,Marc Marquez,SPAIN,Honda
2016,Moto2,Sachsenring,Johann Zarco,FRANCE,Kalex
2016,Moto3,Sachsenring,Khairul Idham Pawi,MALAYSIA,Honda
2016,MotoGP,TT Circuit Assen,Jack Miller,AUSTRALIA,Honda
2016,Moto2,TT Circuit Assen,Takaaki Nakagami,JAPAN,Kalex
2016,Moto3,TT Circuit Assen,Francesco Bagnaia,ITALY,Mahindra
2016,MotoGP,Circuit de Barcelona-Catalunya,Valentino Rossi,ITALY,Yamaha
2016,Moto2,Circuit de Barcelona-Catalunya,Johann Zarco,FRANCE,Kalex
2016,Moto3,Circuit de Barcelona-Catalunya,Jorge Navarro,SPAIN,Honda
2016,MotoGP,Autodromo Internazionale del Mugello,Jorge Lorenzo,SPAIN,Yamaha
2016,Moto2,Autodromo Internazionale del Mugello,Johann Zarco,FRANCE,Kalex
2016,Moto3,Autodromo Internazionale del Mugello,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Le Mans,Jorge Lorenzo,SPAIN,Yamaha
2016,Moto2,Le Mans,Alex Rins,SPAIN,Kalex
2016,Moto3,Le Mans,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Circuito de Jerez - Angel Nieto,Valentino Rossi,ITALY,Yamaha
2016,Moto2,Circuito de Jerez - Angel Nieto,Sam Lowes,GREAT BRITAIN,Kalex
2016,Moto3,Circuito de Jerez - Angel Nieto,Brad Binder,SOUTH AFRICA,KTM
2016,MotoGP,Circuit Of The Americas,Marc Marquez,SPAIN,Honda
2016,Moto2,Circuit Of The Americas,Alex Rins,SPAIN,Kalex
2016,Moto3,Circuit Of The Americas,Romano Fenati,ITALY,KTM
2016,MotoGP,Termas de Río Hondo,Marc Marquez,SPAIN,Honda
2016,Moto2,Termas de Río Hondo,Johann Zarco,FRANCE,Kalex
2016,Moto3,Termas de Río Hondo,Khairul Idham Pawi,MALAYSIA,Honda
2016,MotoGP,Losail International Circuit,Jorge Lorenzo,SPAIN,Yamaha
2016,Moto2,Losail International Circuit,Thomas Luthi,SWITZERLAND,Kalex
2016,Moto3,Losail International Circuit,Niccolò Antonelli,ITALY,Honda
2015,MotoGP,Circuit Ricardo Tormo,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,Circuit Ricardo Tormo,Tito Rabat,SPAIN,Kalex
2015,Moto3,Circuit Ricardo Tormo,Miguel Oliveira,PORTUGAL,KTM
2015,MotoGP,Sepang International Circuit,Dani Pedrosa,SPAIN,Honda
2015,Moto2,Sepang International Circuit,Johann Zarco,FRANCE,Kalex
2015,Moto3,Sepang International Circuit,Miguel Oliveira,PORTUGAL,KTM
2015,MotoGP,Phillip Island,Marc Marquez,SPAIN,Honda
2015,Moto2,Phillip Island,Alex Rins,SPAIN,Kalex
2015,Moto3,Phillip Island,Miguel Oliveira,PORTUGAL,KTM
2015,MotoGP,Twin Ring Motegi,Dani Pedrosa,SPAIN,Honda
2015,Moto2,Twin Ring Motegi,Johann Zarco,FRANCE,Kalex
2015,Moto3,Twin Ring Motegi,Niccolò Antonelli,ITALY,Honda
2015,MotoGP,MotorLand Aragón,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,MotorLand Aragón,Tito Rabat,SPAIN,Kalex
2015,Moto3,MotorLand Aragón,Miguel Oliveira,PORTUGAL,KTM
2015,MotoGP,Misano World Circuit Marco Simoncelli,Marc Marquez,SPAIN,Honda
2015,Moto2,Misano World Circuit Marco Simoncelli,Johann Zarco,FRANCE,Kalex
2015,Moto3,Misano World Circuit Marco Simoncelli,Enea Bastianini,ITALY,Honda
2015,MotoGP,Silverstone Circuit,Valentino Rossi,ITALY,Yamaha
2015,Moto2,Silverstone Circuit,Johann Zarco,FRANCE,Kalex
2015,Moto3,Silverstone Circuit,Danny Kent,GREAT BRITAIN,Honda
2015,MotoGP,Automotodrom Brno,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,Automotodrom Brno,Johann Zarco,FRANCE,Kalex
2015,Moto3,Automotodrom Brno,Niccolò Antonelli,ITALY,Honda
2015,MotoGP,Indianapolis Motor Speedway,Marc Marquez,SPAIN,Honda
2015,Moto2,Indianapolis Motor Speedway,Alex Rins,SPAIN,Kalex
2015,Moto3,Indianapolis Motor Speedway,Livio Loi,BELGIUM,Honda
2015,MotoGP,Sachsenring,Marc Marquez,SPAIN,Honda
2015,Moto2,Sachsenring,Xavier Simeon,BELGIUM,Kalex
2015,Moto3,Sachsenring,Danny Kent,GREAT BRITAIN,Honda
2015,MotoGP,TT Circuit Assen,Valentino Rossi,ITALY,Yamaha
2015,Moto2,TT Circuit Assen,Johann Zarco,FRANCE,Kalex
2015,Moto3,TT Circuit Assen,Miguel Oliveira,PORTUGAL,KTM
2015,MotoGP,Circuit de Barcelona-Catalunya,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,Circuit de Barcelona-Catalunya,Johann Zarco,FRANCE,Kalex
2015,Moto3,Circuit de Barcelona-Catalunya,Danny Kent,GREAT BRITAIN,Honda
2015,MotoGP,Autodromo Internazionale del Mugello,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,Autodromo Internazionale del Mugello,Tito Rabat,SPAIN,Kalex
2015,Moto3,Autodromo Internazionale del Mugello,Miguel Oliveira,PORTUGAL,KTM
2015,MotoGP,Le Mans,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,Le Mans,Thomas Luthi,SWITZERLAND,Kalex
2015,Moto3,Le Mans,Romano Fenati,ITALY,KTM
2015,MotoGP,Circuito de Jerez - Angel Nieto,Jorge Lorenzo,SPAIN,Yamaha
2015,Moto2,Circuito de Jerez - Angel Nieto,Jonas Folger,GERMANY,Kalex
2015,Moto3,Circuito de Jerez - Angel Nieto,Danny Kent,GREAT BRITAIN,Honda
2015,MotoGP,Termas de Río Hondo,Valentino Rossi,ITALY,Yamaha
2015,Moto2,Termas de Río Hondo,Johann Zarco,FRANCE,Kalex
2015,Moto3,Termas de Río Hondo,Danny Kent,GREAT BRITAIN,Honda
2015,MotoGP,Circuit Of The Americas,Marc Marquez,SPAIN,Honda
2015,Moto2,Circuit Of The Americas,Sam Lowes,GREAT BRITAIN,Speed Up
2015,Moto3,Circuit Of The Americas,Danny Kent,GREAT BRITAIN,Honda
2015,MotoGP,Losail International Circuit,Valentino Rossi,ITALY,Yamaha
2015,Moto2,Losail International Circuit,Jonas Folger,GERMANY,Kalex
2015,Moto3,Losail International Circuit,Alexis Masbou,FRANCE,Honda
2014,MotoGP,Circuit Ricardo Tormo,Marc Marquez,SPAIN,Honda
2014,Moto2,Circuit Ricardo Tormo,Thomas Luthi,SWITZERLAND,Suter
2014,Moto3,Circuit Ricardo Tormo,Jack Miller,AUSTRALIA,KTM
2014,MotoGP,Sepang International Circuit,Marc Marquez,SPAIN,Honda
2014,Moto2,Sepang International Circuit,Maverick Viñales,SPAIN,Kalex
2014,Moto3,Sepang International Circuit,Efren Vazquez,SPAIN,Honda
2014,MotoGP,Phillip Island,Valentino Rossi,ITALY,Yamaha
2014,Moto2,Phillip Island,Maverick Viñales,SPAIN,Kalex
2014,Moto3,Phillip Island,Jack Miller,AUSTRALIA,KTM
2014,MotoGP,Twin Ring Motegi,Jorge Lorenzo,SPAIN,Yamaha
2014,Moto2,Twin Ring Motegi,Thomas Luthi,SWITZERLAND,Suter
2014,Moto3,Twin Ring Motegi,Alex Marquez,SPAIN,Honda
2014,MotoGP,MotorLand Aragón,Jorge Lorenzo,SPAIN,Yamaha
2014,Moto2,MotorLand Aragón,Maverick Viñales,SPAIN,Kalex
2014,Moto3,MotorLand Aragón,Romano Fenati,ITALY,KTM
2014,MotoGP,Misano World Circuit Marco Simoncelli,Valentino Rossi,ITALY,Yamaha
2014,Moto2,Misano World Circuit Marco Simoncelli,Tito Rabat,SPAIN,Kalex
2014,Moto3,Misano World Circuit Marco Simoncelli,Alex Rins,SPAIN,Honda
2014,MotoGP,Silverstone Circuit,Marc Marquez,SPAIN,Honda
2014,Moto2,Silverstone Circuit,Tito Rabat,SPAIN,Kalex
2014,Moto3,Silverstone Circuit,Alex Rins,SPAIN,Honda
2014,MotoGP,Automotodrom Brno,Dani Pedrosa,SPAIN,Honda
2014,Moto2,Automotodrom Brno,Tito Rabat,SPAIN,Kalex
2014,Moto3,Automotodrom Brno,Alexis Masbou,FRANCE,Honda
2014,MotoGP,Indianapolis Motor Speedway,Marc Marquez,SPAIN,Honda
2014,Moto2,Indianapolis Motor Speedway,Mika Kallio,FINLAND,Kalex
2014,Moto3,Indianapolis Motor Speedway,Efren Vazquez,SPAIN,Honda
2014,MotoGP,Sachsenring,Marc Marquez,SPAIN,Honda
2014,Moto2,Sachsenring,Dominique Aegerter,SWITZERLAND,Suter
2014,Moto3,Sachsenring,Jack Miller,AUSTRALIA,KTM
2014,MotoGP,TT Circuit Assen,Marc Marquez,SPAIN,Honda
2014,Moto2,TT Circuit Assen,Anthony West,AUSTRALIA,Speed Up
2014,Moto3,TT Circuit Assen,Alex Marquez,SPAIN,Honda
2014,MotoGP,Circuit de Barcelona-Catalunya,Marc Marquez,SPAIN,Honda
2014,Moto2,Circuit de Barcelona-Catalunya,Tito Rabat,SPAIN,Kalex
2014,Moto3,Circuit de Barcelona-Catalunya,Alex Marquez,SPAIN,Honda
2014,MotoGP,Autodromo Internazionale del Mugello,Marc Marquez,SPAIN,Honda
2014,Moto2,Autodromo Internazionale del Mugello,Tito Rabat,SPAIN,Kalex
2014,Moto3,Autodromo Internazionale del Mugello,Romano Fenati,ITALY,KTM
2014,MotoGP,Le Mans,Marc Marquez,SPAIN,Honda
2014,Moto2,Le Mans,Mika Kallio,FINLAND,Kalex
2014,Moto3,Le Mans,Jack Miller,AUSTRALIA,KTM
2014,MotoGP,Circuito de Jerez - Angel Nieto,Marc Marquez,SPAIN,Honda
2014,Moto2,Circuito de Jerez - Angel Nieto,Mika Kallio,FINLAND,Kalex
2014,Moto3,Circuito de Jerez - Angel Nieto,Romano Fenati,ITALY,KTM
2014,MotoGP,Termas de Río Hondo,Marc Marquez,SPAIN,Honda
2014,Moto2,Termas de Río Hondo,Tito Rabat,SPAIN,Kalex
2014,Moto3,Termas de Río Hondo,Romano Fenati,ITALY,KTM
